title,price_idr,duration,location,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,description,facilities,agent_name,updated_by,main_image,url
Disewakan Villa Baru Full Furnish Lokasi Strategis,Rp 330.000.000,year,https://www.rumah123.com/properti/badung-tibubeneng/disewakan-villa-baru-full-furnish-lokasi-strategis-vlr218632/,3,4,,,,Kesempatan terbatas buat Anda dapatkan villa strategis dengan return investasi tinggi di Tibubeneng Badung. Villa ini menawarkan lokasi yang strategis serta memiliki nilai tepat yang siap untuk segera Anda miliki utamanya bagi Anda yang mencari hunian di lokasi yang terjangkau. Detail Properti ini adalah: - Kamar Tidur: 3 - Kamar Mandi: 4 - Sertifikat: - Tidak hanya itu namun properti ini juga memiliki keunggulan sebagai berikut: - Full Furnished. - Siap Huni. - Lingkungan Tenang dan Damai. - Pemandangan Alam. - Properti Bisa Nego. - Lokasi Strategis. - Properti Mewah. Lokasi Strategis terletak di Tibubeneng properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan Harga yang sangat kompetitif yaitu Rp. 27.500.000 villa ini siap menjadi milik Anda! Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti premium ini milik Anda. Hubungi segera dan dapatkan informasinya ataupun cek unit!,,NIAAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1410737/338c4f58e5dba395960718df1605fa46.jpg,https://www.rumah123.com/properti/badung-tibubeneng/disewakan-villa-baru-full-furnish-lokasi-strategis-vlr218632/
Disewakan Villa Furnised di Sanur,Rp 275.000.000,year,Disewakan Villa Furnised di Sanur | vlr218600,2,2,,,,DISEWAKAN VILLA FURNISED DI SANUR Sewa Villa JL SANUR - Denpasar LT 256 LB 105 KT 2 KM 2 Listrik 450 Rp 275.000.xxx SHM Hadap Utara Disewakan villa furnished yang nyaman dan fungsional berlokasi di daerah Sanur cocok untuk hunian jangka panjang bagi keluarga kecil pasangan maupun ekspatriat yang menginginkan lokasi strategis dengan suasana tenang. Kondisi fully furnished siap huni sehingga tidak perlu repot menyiapkan perabotan. Spesifikasi Properti: Harga: Rp275.000.xxx / tahun Minimal sewa: 2 tahun Hadap: Utara Luas Tanah: 256 are Luas Bangunan: 105 m² Kamar Tidur: 2 Kamar Mandi: 2 Listrik: 4.400 watt Air: Sumur Garasi: 1 mobil Furnished Villa ini berada di kawasan yang strategis dan mudah diakses dekat dengan berbagai fasilitas penting seperti: Dekat area Sanur dan pusat kota Denpasar Akses cepat ke Pantai Sanur Dekat sekolah nasional dan internasional Dekat rumah sakit klinik dan apotek Dekat supermarket minimarket dan pusat kuliner Mudah ke area Renon Panjer dan Sidakarya Lingkungan sekitar aman tenang dan cocok untuk hunian jangka panjang. Segera hubungi kami untuk informasi lebih lanjut atau jadwal survei lokasi.,,INTENAgen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/4372736/c4d8c2aa2a1afd7796943f39295c8329.jpg,https://www.rumah123.com/properti/denpasar-sanur/disewakan-villa-furnised-di-sanur-vlr218600/
Villa 2Br Modern In Ungasan Near To Gwk And Jimbaran,Rp 30.000.000,month,Villa 2Br Modern In Ungasan Near To Gwk And Jimbaran | Rumah123,2,2,120 m²,145 m²,Lainnya,FOR RENT - UNGASAN BRAND NEW MODERN 2BR VILLA #UVR47 This villa boasts a stunning modern design with an elegant touch featuring a façade beautifully accented with natural wood elements that create warmth and sophistication. Nestled within a secure one-gate system complex it offers both privacy and comfort complemented by a 6-meter-wide paved access road that ensures easy entry and a premium residential feel. Details: Luas tanah : 120m2 Luas bangunan : 145m2 Villa 2 lantai 2 Kamar tidur 2 Kamar mandi 1 Powder room Fully Furnished Listrik 5500VA Air PDAM Kitchen + Island table Dining area Living room Swimming pool Storage room Carport untuk 1 mobil One gate system + akses jalan paving 6 meter Price include: Cleaning 1x a week Pool maintenance 1x a week Free Wifi Nearby Point of Interest: 9 Minutes to Greenbowl Beach 10 Minutes to GWK Cultural Park 10 Minutes to White Rock Beach Club 12 Minutes to Sidewalk Mall Jimbaran 25 minutes to Airport Price: IDR 290.000.xxx/year IDR 30000000/monthly (Minimal 3 Months Lease) #UVR47,,UTTAM PROPERTYAgen IndependenNIB:230424030****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1975836/674ffd1690b697941720a25d2e4e9c78.jpg,https://www.rumah123.com/properti/badung-ungasan/villa-2br-modern-in-ungasan-near-to-gwk-and-jimbaran-hor40959730/
For Rent New Villa In Balangan 2 Bedrooms,Rp 290.000.000,year,Balangan Badung,2,2,,,,FOR RENT NEW VILLA IN BALANGAN 2 BEDROOMS A beautiful 2-bedroom villa with private pool ideal for living or investment ✨ Details: - Land size 200 m² - 2 Bedrooms | 2 Bathrooms - Private Pool - PDAM water - Equipped kitchen - Parking area - WiFi Giganet 200 Mbps - Electricity Pricing: IDR 35000000 / month (monthly rent) IDR 290000000 / year Leasehold until 12 May 2063 (37 years) USD 240000 Location: ******** Ba903,,Amelia Property ConsultantAgen Korporat,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/670475/68f8eb64ae4ea6c730ffc1ba683ef454.jpg,https://www.rumah123.com/properti/badung-balangan/for-rent-new-villa-in-balangan-2-bedrooms-vlr218575/
Disewakan Villa Cantik di Canggu,Rp 325.000.000,year,Disewakan Villa Cantik di Canggu | Rumah123,3,3,200 m²,120 m²,Lainnya,Rumah di Canggu. Cek segera rumah 1 lantai yang asri ini disewakan dengan pemandangan indah yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di area strategis serta menawarkan lingkungan fasilitas yang lengkap cocok untuk Anda yang menginginkan hunian aman. Spesifikasi Utama Properti: - Kamar Tidur: 3 - Kamar Mandi: 3 - Sertifikat: - - Kondisi Perabotan: Furnished Fitur unggulan: - Lokasi di Perkampungan. - Adem & Sejuk. - Lingkungan Tenang dan Damai. - Pemandangan City View. - Properti Bisa Nego. - Lokasi Bebas Banjir. Berlokasi di Canggu rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik. Dengan harga Rp. 27.083.333 anda bisa memiliki hunian eksklusif yang sudah siap huni. Jangan lewatkan kesempatan untuk menikmati pengalaman tinggal di kawasan Canggu yang nyaman ini! Kontak segera untuk informasi lebih lanjut!,,Joiske LeksalaAgen KorporatNIB:912010324****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1963907/a9c9ae342612e44d2d9cf52e02de35f9.jpg,https://www.rumah123.com/properti/badung-canggu/disewakan-villa-cantik-di-canggu-hor40958505/
Siap Huni Villa 4 Kamar Private Pool di Jimbaran Dd,Rp 295.000.000,year,Siap Huni Villa 4 Kamar Private Pool di Jimbaran Dd | vlr218512,,4,,,,VILLA FOR RENT: Jimbaran Villa classic serasa rumah sendiri dengan suasana yang damai dan tenang namun letak sangat strategis: * 10 menit ke airport ⁠ * 10 menit ke pusat destinasi wisata international (GWK) nusa dua * 20 Menit ke uluwatu * ⁠10 Menit dari jalan toll * ⁠10 Menir ke pantai nusa dua Villa ini memiliki 2 Type: - Type 2 Bedrooms - Type 4 Bedrooms Luas Global Tanah 1200m² Total 5 shower dan 2 bathtub Private swimming pool gazebo Teras untuk acara gatheringdan carport serta teras depan/samping Taman yang asri akan membuat momen anda sangat special bersama orang orang yang anda cintai dalam acara birthday party Gathering perpisahan acara sekolah/ keluarga small wedding dll.,,Eneng geulisAgen KorporatNIB:260424031****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1975094/e8be6d0e93ba53762b51ec64148c5df6.jpg,https://www.rumah123.com/properti/badung-jimbaran/siap-huni-villa-4-kamar-private-pool-di-jimbaran-dd-vlr218512/
Siap Huni Villa 2 Kamar Dekat Bandara Dd,Rp 180.000.000,year,Jimbaran Badung,,2,,,,VILLA FOR RENT: Jimbaran Villa classic serasa rumah sendiri dengan suasana yang damai dan tenang namun letak sangat strategis: * 10 menit ke airport ⁠ * 10 menit ke pusat destinasi wisata international (GWK) nusa dua * 20 Menit ke uluwatu * ⁠10 Menit dari jalan toll * ⁠10 Menir ke pantai nusa dua Villa ini memiliki 2 Type: - Type 2 Bedrooms - Type 4 Bedrooms Luas Global Tanah 1200m² Total 5 shower dan 2 bathtub Private swimming pool gazebo Teras untuk acara gatheringdan carport serta teras depan/samping Taman yang asri akan membuat momen anda sangat special bersama orang orang yang anda cintai dalam acara birthday party Gathering perpisahan acara sekolah/ keluarga small wedding dll.,,Eneng geulisAgen KorporatNIB:260424031****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1975094/4ba1c55bbd9bde27fb03c724e94cbacc.jpg,https://www.rumah123.com/properti/badung-jimbaran/siap-huni-villa-2-kamar-dekat-bandara-dd-vlr218510/
Villa For Rent Yearly/Long Lease At Jimbaran 4 Rooms & Pool,Rp 295.000.000,year,Villa For Rent Yearly/Long Lease At Jimbaran 4 Rooms & Pool | vlr218494,4,4,,,,Villa for rent -Jimbaran Taman Jimbaran Fully furnished - 4 bedrooms - 4 bathrooms - Living room - Kitchen - Pool - Gazebo Location - 10 minutes to Jimbaran Beach - 15 minutes to GWK - 25 minutes to Uluwatu Yearly rent : IDR 295 million Long lease 20 years : IDR 2.9 Billion,,Manik Novita DewiAgen KorporatNIB:230623011****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/4399149/ac7eaa8ce22aba8b612319ed275a1b5f.jpg,https://www.rumah123.com/properti/badung-jimbaran/villa-for-rent-yearlylong-lease-at-jimbaran-4-rooms-pool-vlr218494/
Modern Townhouse In Sanur,Rp 42.000.000.000,year,Modern Townhouse In Sanur | vlr218497,2,2,,,,Pungutan Townhouses Sanur Modern townhouses in the heart of Bali's prime tourist area Ownership: Leasehold for 34 years + 30-year extension About the Project A new boutique development of modern townhouses in central Sanur ideal for both rental income and personal use. Developed by a trusted team with over 10 years of construction experience on the island. Tailored ownership model for foreign investors. Location Located in Sanur on Jl. Pungutan - a quiet yet central street within walking distance to the beach. Surrounded by supermarkets cafes schools gyms and medical centers. Easy access via a 3.5-meter road. All land leases are officially notarized. Construction & Architecture Contemporary design with quality materials and high construction standards including waterproofing and sound insulation. Brick/block walls with plaster finish premium wood stone and tile interiors. Fully furnished homes including kitchen appliances and fitted bathrooms. Optional private pools panoramic windows and terraces. Water electricity and internet ready. Construction is fully transparent and buyer-controlled. Pricing & Ownership 34-year leasehold: IDR 4.4B (~USD 267000) Contract includes an option to extend the lease for another 30 years All legal documentation is notarized oca,,XM ParadiseAgen KorporatNIB:912030184****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1373671/7cc2b19f81f08bac56e1d6f7b5b9ca0e.jpg,https://www.rumah123.com/properti/denpasar-sanur/modern-townhouse-in-sanur-vlr218497/
Hidden Vertical Villa di Canggu - Private Pool 2 Lantai Siap Dibentuk Sesuai Gayamu,Rp 280.000.000,year,Hidden Vertical Villa di Canggu - Private Pool 2 Lantai Siap Dibentuk Sesuai Gayamu | vlr218492,2,2,,,,Cari villa beda dari yang lain di Canggu? Yang ini kecil di tanah besar di experience. Berdiri di atas 12 are villa 2 lantai ini dirancang vertikal dengan layout efisien menghadirkan ruang hidup modern + kolam renang pribadi di area yang tetap privat dan tenang. Konsep unfurnished memberi kebebasan penuh untuk menciptakan style sendiri-minimalist tropical industrial atau Airbnb-ready. Highlight Properti 2 lantai modern 2 bedroom Living area luas Private swimming pool Hadap Utara - lebih sejuk & nyaman Listrik 5.500 watt Air sumur Lingkungan Canggu yang hidup tapi tetap private Harga & Hitungan Rp 280.000.xxx / tahun Minimal sewa: 5 tahun Total estimasi sewa 5 tahun: Rp 14 Miliar Dengan luas bangunan ±169 m² biaya efektifnya sekitar: ±Rp 165 juta/m² per tahun - value tinggi untuk villa berkolam di Canggu. Cocok Untuk Long-stay expat Digital nomad & creative entrepreneur Personal residence dengan sentuhan custom Private villa investment jangka panjang OL #1 BADUNG260128,,WILLIAM (GINM)Agen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/4431079/1354b487759f1ef9b8d82f69352ffb12.jpg,https://www.rumah123.com/properti/badung-kerobokan/hidden-vertical-villa-di-canggu-private-pool-2-lantai-siap-dibentuk-sesuai-gayamu-vlr218492/
Luxury 3-Bedroom Villa For Yearly Rent - Jl Tukad Balian Denpasar,Rp 370.000.000,year,Luxury 3-Bedroom Villa For Yearly Rent - Jl Tukad Balian Denpasar | vlr218483,3,2,,,,An Exclusive Sanctuary Overlooking Rice Fields in Renon Luxury 3-Bedroom Villa for Yearly Rent - Jl Tukad Balian Denpasar Property ID: AMR-080.GRT Located in: Jl Tukad Balian Renon - Denpasar Set within one of Renon's most desirable residential enclaves this elegant two-storey villa is designed for those who value privacy space and understated luxury. Overlooking tranquil rice fields the property offers a refined lifestyle experience-where every day begins with calm and ends in comfort. Property Highlights - Rare rice field view in central Denpasar - Fully furnished with tasteful interiors - Private swimming pool for exclusive use - Enclosed living areas on both levels - Spacious two-car garage - Bale Bengong for relaxation & entertaining - Quiet upscale neighborhood - Ideal for executives expats & families Property Specifications - Property ID: AMR-080.GRT - Location: Jl Tukad Balian Renon - Denpasar - Land Size: 350 m² - Building Size: 225 m² - Bedrooms: 3 - Bathrooms: 2 - Floors: 2 - Electricity: 7700 watt - Water Source: Deep drilled water - Living Room: Fully enclosed (Up & Downstairs) - Kitchen: Fully equipped modern kitchen - Swimming Pool: Private - Parking: Garage / carport for 2 cars - Condition: Fully furnished & move-in ready PRICE & TERMS IDR 370000000 / Year (Excellent value for a large land villa with pool & rice field view in Renon) INCLUDED IN PRICE - Free neighborhood fee (iuran lingkungan) - Swimming pool cleaning (twice a month) EXCLUDED - WiFi - Garbage collection - Banjar fee - Housekeeping - Linen change Security deposit PRESTIGIOUS LOCATION - RENON DENPASAR - One of Denpasar's most elite residential areas - Close to embassies government offices & business districts - Easy access to Sanur Beach & city center - Surrounded by cafés international schools & hospitals - Peaceful environment with urban convenience WHY THIS VILLA This villa is not just a residence-it is a statement of lifestyle. A rare opportunity to enjoy green views privacy and sophistication in the heart of Bali's capital. BENEFITS FOR YOU Live surrounded by nature without sacrificing city convenience Ideal for long-term stay & family living,,Bagus MaradiAgen IndependenNIB:130623008****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/43606/71d0a4a5fcbed4c5f31d040ba15f706c.jpg,https://www.rumah123.com/properti/denpasar-renon/luxury-3bedroom-villa-for-yearly-rent-jl-tukad-balian-denpasar-vlr218483/
Charming Homey One-Bedroom Villa With Pool In Dalung Yrr3685,Rp 200.000.000,year,Canggu Badung,1,1,240 m²,60 m²,Hak Sewa,Discover this beautifully finished 1-bedroom private villa tucked away in a quiet yet strategic area of Dalung just 2 minutes from the vibrant Canggu district. The villa offers a serene and peaceful environment while remaining close to everything you need including Batu Bolong (8 minutes) Echo Beach (15 minutes) and Umalas (10 minutes). With easy back-road shortcuts to avoid traffic this location is ideal for digital nomads small families or long-term Bali residents seeking both comfort and convenience. Built on 240 m² of land the villa features a spacious 60 m² bedroom with a private en-suite bathroom a fully enclosed living room and a modern fully equipped kitchen. Enjoy outdoor relaxation with a sunbed and tropical garden complemented by an outdoor shower laundry and storage area secure parking for car and scooters Smart TV and CCTV for extra security. A perfect blend of privacy style and functionality your peaceful Bali home awaits. Don't miss out on the chance to experience a truly unforgettable stay in this tropical paradise. Contact us now to schedule a viewing!,,Maria KibarerAgen KorporatNIB:812001519****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/546485/d745ba7ed3e694808cac4a0614504aa6.png,https://www.rumah123.com/properti/badung-canggu/charming-homey-onebedroom-villa-with-pool-in-dalung-yrr3685-hor40957640/
2Br Brand New Beach Side Villa Sanur Yearly Rental [Sbp 1502],Rp 385.000.000,year,2Br Brand New Beach Side Villa Sanur Yearly Rental [Sbp 1502] | vlr218468,2,2,,,,BRAND NEW BEACH SIDE VILLA - SANUR Fully Furnished | Yearly Rental Price: IDR 385 Million / Year Price 345 million / year Minimum 5 years Price 330 million / year Minimum 10 years Security Deposit: 10% Beautiful brand new 2-bedroom villa located in the heart of Beach Side Sanur just a short walk to the beach restaurants cafés coffee shops and supermarket. A perfect home for those who want comfort privacy and a prime lifestyle location. Modern design combined with a cozy tropical atmosphere complemented by a generously sized swimming pool and refreshing natural breeze. Property Details: - Land size2.5 are (265 m²) - Building size: 108 m² - 2 Bedrooms - 2 Ensuite Bathrooms - Guest toilet - Closed living room & kitchen (fully enclosed comfortable for AC) - 3 AC units + fans - Electricity: 5500 Watt - Water source: Well water - Storage room - Indoor private garage - Fully furnished - Brand new condition A rare opportunity to rent a stylish new villa in one of Sanur's most desirable beachside areas - perfect for long-term living.,,Ni Made OrniariAgen Independen,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1709859/d0be966d062457f1ea6a1dd01f281da7.jpg,https://www.rumah123.com/properti/denpasar-sanur/2br-brand-new-beach-side-villa-sanur-yearly-rental-sbp-1502-vlr218468/
2Br Villa Sanur Area Yearly Rental [Sbp 1501],Rp 210.000.000,year,2Br Villa Sanur Area Yearly Rental [Sbp 1501] | vlr218457,2,2,,,,West Bypass Sanur Yearly Rental Price 210 Million / Year Charming and comfortable villa in a strategic Sanur location perfect for those seeking a peaceful home close to the beach and daily conveniences. Ideal for long-term living. ✨ Only 5 minutes ride to the beach ✨ Easy access to groceries cafés and daily amenities Property Details: - Land size: 1.5 are - 2 Bedrooms with ensuite bathrooms - Bathrooms equipped with bathtub - Closed living room & kitchen (comfortable for AC use) - AC + ceiling fan in each bedroom - Electricity: 5500 Watt - Water source: Well water - Carport A cozy easy-to-maintain home in a convenient area of Sanur - great value for the location and features.,,Ni Made OrniariAgen Independen,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1709859/13771f63a3cda67d068ba5703126161e.jpg,https://www.rumah123.com/properti/denpasar-sanur/2br-villa-sanur-area-yearly-rental-sbp-1501-vlr218457/
